EntityIdx,SiteLocation
Site-9812,POINT(694.00346780495 5396.81650641037)
Site-9813,POINT(1232.21197618053 4701.30210409092)
Site-9814,POINT(820.705568412391 5586.26042395696)
Site-9815,POINT(1797.78825361828 3456.41291088047)
Site-9816,POINT(1958.85293605713 5797.58163393502)
Site-9817,POINT(703.900448194649 5695.47839815224)
Site-9818,POINT(1265.24526776898 5113.74104983791)
Site-9819,POINT(1689.72376232568 4582.75598740986)
Site-9820,POINT(1853.70131068534 5840.77292447075)
Site-9821,POINT(705.675158503511 5456.04340262636)
Site-9822,POINT(2351.64760371547 5441.57653924731)
Site-9823,POINT(684.127448014113 5470.28664678628)
Site-9824,POINT(2411.19041163125 3272.27724514992)
Site-9825,POINT(2730.3595132365 5370.17032412124)
Site-9826,POINT(2400.55335673971 3336.83042436384)
Site-9827,POINT(2068.66409498775 5027.74710999908)
Site-9828,POINT(2117.35409929881 3078.21421114936)
Site-9829,POINT(1985.72426601029 5151.63464286835)
Site-9830,POINT(1015.57118491563 5335.58492862761)
Site-9831,POINT(1281.06965421438 4993.16105695687)
Site-9832,POINT(1824.04132072857 3456.41291088047)
Site-9833,POINT(1753.13913715001 3534.94712458321)
Site-9834,POINT(2175.41639980672 3221.23258078773)
Site-9835,POINT(1896.63704993957 5708.4047770518)
Site-9836,POINT(2237.1702381993 5433.92156913335)
Site-9837,POINT(1280.61553289241 5286.29624404393)
Site-9838,POINT(2397.16429516342 3485.34232667757)
Site-9839,POINT(1076.46993281664 5712.65342355821)
Site-9840,POINT(1232.87498250754 5672.36618744512)
Site-9841,POINT(1970.57216284601 5174.91592785365)
Site-9842,POINT(2060.995095934 5610.52473893741)
Site-9843,POINT(2422.2001417259 3496.48378521775)
Site-9844,POINT(775.431155182392 5486.56274429337)
Site-9845,POINT(1627.79746878739 3998.3218169259)
Site-9846,POINT(2532.02445840168 2805.16469234208)
Site-9847,POINT(2220.14007645919 5442.0612387331)
Site-9848,POINT(1955.42005968174 5198.19721283896)
Site-9849,POINT(1958.39419861071 3998.23279322243)
Site-9850,POINT(768.862564683505 6078.45206677732)
Site-9851,POINT(1481.43776973661 5780.6155001625)
Site-9852,POINT(1213.15131012607 4177.85593147231)
Site-9853,POINT(2572.14760151002 5448.80408492389)
Site-9854,POINT(2237.1702381993 5433.92156913335)
Site-9855,POINT(2246.18854411609 3142.05721331685)
Site-9856,POINT(696.128110719598 5727.22873144083)
Site-9857,POINT(985.099176666718 5872.7531917106)
Site-9858,POINT(903.595707138569 5597.50072959864)
Site-9859,POINT(1950.50848793698 5821.76650722317)
Site-9860,POINT(2808.99643272194 5444.52157151573)
Site-9861,POINT(796.242892000316 5471.70463070752)
Site-9862,POINT(1960.85904227025 4996.73786292554)
Site-9863,POINT(2453.73863119741 3323.91978852105)
Site-9864,POINT(1134.55445777372 5671.92728877485)
Site-9865,POINT(778.798581202411 6002.19218137292)
Site-9866,POINT(1346.91118945694 3501.13095600636)
Site-9867,POINT(2189.38610852446 3119.77666099877)
Site-9868,POINT(2413.70715295007 3207.59960656345)
Site-9869,POINT(997.36367190799 5814.19081138369)
Site-9870,POINT(1878.31218600099 4177.89178958391)
Site-9871,POINT(2749.23423081577 5362.0621863131)
Site-9872,POINT(2078.3987505433 5602.38376513152)
Site-9873,POINT(2444.38385697704 2807.37705695659)
Site-9874,POINT(1919.71100037898 4985.62573623368)
Site-9875,POINT(1192.91270177573 4196.35083469259)
Site-9876,POINT(1958.85293605713 5797.58163393502)
Site-9877,POINT(1004.96102888061 5463.3158829075)
Site-9878,POINT(929.899598249251 5732.24532729506)
Site-9879,POINT(1198.80791522075 4701.30210409092)
Site-9880,POINT(1215.50994570064 4678.47811404733)
Site-9881,POINT(2730.3595132365 5370.17032412124)
Site-9882,POINT(772.377893412581 5396.23424175857)
Site-9883,POINT(1116.07265035318 5091.52804324639)
Site-9884,POINT(1275.33233486413 5095.68629211551)
Site-9885,POINT(2549.98749236519 5441.14470015845)
Site-9886,POINT(1222.49118591806 5276.91492191402)
Site-9887,POINT(2749.23423081577 5362.0621863131)
Site-9888,POINT(2826.73216187268 5373.83787620263)
Site-9889,POINT(666.106160470593 5546.0482274319)
Site-9890,POINT(1862.86455875102 4115.5860608063)
Site-9891,POINT(772.959819235481 5535.50158426883)
Site-9892,POINT(845.28050835211 5396.23424175857)
Site-9893,POINT(2392.4761188195 2996.63702632899)
Site-9894,POINT(2506.18255336951 2796.52577122877)
Site-9895,POINT(1847.97424658163 5148.37891071858)
Site-9896,POINT(2532.02445840168 2805.16469234208)
Site-9897,POINT(1793.00694761657 5599.18687444926)
Site-9898,POINT(2730.3595132365 5370.17032412124)
Site-9899,POINT(2030.34902551809 5538.08774334111)
Site-9900,POINT(998.27883759967 5697.1468948894)
Site-9901,POINT(2078.82213755834 3014.80251999503)
Site-9902,POINT(1609.56283035199 3985.88996363841)
Site-9903,POINT(1791.91782198033 5737.59142220762)
Site-9904,POINT(1627.79746878739 3998.3218169259)
Site-9905,POINT(1431.2559968633 3879.93657943837)
Site-9906,POINT(1269.88996950178 5672.36618744512)
Site-9907,POINT(715.968313850309 5404.3246783053)
Site-9908,POINT(2397.16429516342 3485.34232667757)
Site-9909,POINT(2319.14359663027 3270.8886770604)
Site-9910,POINT(695.690026501227 6091.54297026662)
Site-9911,POINT(1681.92306073934 4559.01880476787)
Site-9912,POINT(877.850376494777 5812.6401625517)
Site-9913,POINT(695.690026501227 6091.54297026662)
Site-9914,POINT(1875.16918031245 5752.52749285811)
Site-9915,POINT(1875.16918031245 5796.65020866443)
Site-9916,POINT(1946.10288953789 5556.51459816845)
Site-9917,POINT(2336.84796479983 3213.01300182704)
Site-9918,POINT(1689.72376232568 4582.75598740986)
Site-9919,POINT(760.25901929937 5733.2009398192)
Site-9920,POINT(1595.13402452749 5808.20656357844)
Site-9921,POINT(2749.23423081577 5362.0621863131)
Site-9922,POINT(711.672785669699 5727.22873144083)
Site-9923,POINT(2234.58189726181 3452.04916444178)
Site-9924,POINT(1893.75981325095 4115.5860608063)
Site-9925,POINT(2287.69401270804 3073.15849058463)
Site-9926,POINT(3025.39700352288 5414.25635433375)
Site-9927,POINT(2060.995095934 5610.52473893741)
Site-9928,POINT(854.332105055696 5786.16042164087)
Site-9929,POINT(1609.56283035199 3985.88996363841)
Site-9930,POINT(2062.08314981601 3078.21421114936)
Site-9931,POINT(694.00346780495 5396.81650641037)
Site-9932,POINT(705.675158503511 5484.52989094621)
Site-9933,POINT(2220.14007645919 5442.0612387331)
Site-9934,POINT(796.678765059091 5396.23424175857)
Site-9935,POINT(1116.07265035318 5227.25139247642)
Site-9936,POINT(1566.00940265729 5194.59828299185)
Site-9937,POINT(893.882251645129 5396.23424175857)
Site-9938,POINT(1885.90311512601 5730.46613495496)
Site-9939,POINT(1261.24075056763 5258.15227765421)
Site-9940,POINT(2422.2001417259 3496.48378521775)
Site-9941,POINT(1762.23222879609 3510.59196426525)
Site-9942,POINT(2673.3427317127 5444.52157151573)
Site-9943,POINT(1883.06710885952 4001.84744991944)
Site-9944,POINT(2368.64871769332 2796.82282909249)
Site-9945,POINT(2506.18255336951 2796.52577122877)
Site-9946,POINT(2532.02445840168 2805.16469234208)
Site-9947,POINT(1564.62869219074 3652.94179228648)
Site-9948,POINT(2079.44215724918 3304.61493348333)
Site-9949,POINT(1365.47700486153 3488.97960807367)
Site-9950,POINT(2419.13881054913 2807.37705695659)
Site-9951,POINT(704.40967610278 5546.0482274319)
Site-9952,POINT(1754.42415151609 6024.56579294492)
Site-9953,POINT(2294.15643822576 5441.57653924731)
Site-9954,POINT(1627.79746878739 3998.3218169259)
Site-9955,POINT(3025.39700352288 5433.89960400004)
Site-9956,POINT(787.407340235708 6067.62435036315)
Site-9957,POINT(1297.71179340867 4379.14474146735)
Site-9958,POINT(1192.91270177573 4159.36102825203)
Site-9959,POINT(1770.39512531102 5808.20656357844)
Site-9960,POINT(1595.13402452749 5825.93904893331)
Site-9961,POINT(1885.90311512601 5818.71156656759)
Site-9962,POINT(1539.25781710155 5177.96908393298)
Site-9963,POINT(1595.98647260716 5373.20470109606)
Site-9964,POINT(2397.16429516342 3485.34232667757)
Site-9965,POINT(1891.21742768603 5103.99863999351)
Site-9966,POINT(1949.94861531446 3980.01908013231)
Site-9967,POINT(1853.70131068534 5840.77292447075)
Site-9968,POINT(760.179629322379 5984.23971978443)
Site-9969,POINT(704.40967610278 5596.08881721244)
Site-9970,POINT(1390.45949252103 3917.68888481622)
Site-9971,POINT(1346.91118945694 3501.13095600636)
Site-9972,POINT(2163.79281623744 5366.71896051345)
Site-9973,POINT(2422.2001417259 3496.48378521775)
Site-9974,POINT(1988.22595752799 5501.23403368641)
Site-9975,POINT(2070.5363424291 5377.33242333362)
Site-9976,POINT(966.747342034514 5862.1056460979)
Site-9977,POINT(869.58137999862 5396.23424175857)
Site-9978,POINT(1824.04132072857 3542.81545566227)
Site-9979,POINT(1883.06710885952 4019.15107986608)
Site-9980,POINT(1233.38991847641 4196.35083469259)
Site-9981,POINT(984.358123583726 5796.27536603346)
Site-9982,POINT(2405.78939939584 3179.21132709989)
Site-9983,POINT(1365.47700486153 3488.97960807367)
Site-9984,POINT(1989.18525260377 5027.74710999908)
Site-9985,POINT(2078.3987505433 5602.38376513152)
Site-9986,POINT(2318.15862483752 2807.37705695659)
Site-9987,POINT(1939.92605293684 5901.77206405673)
Site-9988,POINT(985.099176666718 5872.7531917106)
Site-9989,POINT(817.05462881824 5456.84651712168)
Site-9990,POINT(1063.35242663439 5691.52259760222)
Site-9991,POINT(2287.69401270804 3213.01300182704)
Site-9992,POINT(2392.4761188195 2930.58561106259)
Site-9993,POINT(1958.39419861071 3998.23279322243)
Site-9994,POINT(1484.35016695348 4769.71685074255)
Site-9995,POINT(2329.79875553935 3498.92790621704)
Site-9996,POINT(2730.3595132365 5370.17032412124)
Site-9997,POINT(715.968313850309 5404.3246783053)
Site-9998,POINT(1950.50848793698 5821.76650722317)
Site-9999,POINT(919.968745227106 5448.68209362213)
Site-10000,POINT(1232.87498250754 5713.3943467969)
Site-10001,POINT(1896.63704993957 5708.4047770518)
Site-10002,POINT(1862.86455875102 4240.19751836153)
Site-10003,POINT(694.833797194733 5608.59896465758)
Site-10004,POINT(1985.72426601029 5151.63464286835)
Site-10005,POINT(2336.84796479983 3119.77666099877)
Site-10006,POINT(1939.92605293684 5944.43520437556)
Site-10007,POINT(2103.59259141634 3295.19081919761)
Site-10008,POINT(2411.19041163125 3323.91978852105)
Site-10009,POINT(1771.86007406635 5720.91519799589)
Site-10010,POINT(2217.87968639234 3237.0676542819)
Site-10011,POINT(2088.53380558374 5015.24732179104)
Site-10012,POINT(694.00346780495 5396.81650641037)
Site-10013,POINT(1823.90687155716 5969.70132142631)
Site-10014,POINT(1880.27334620528 5666.48660920601)
Site-10015,POINT(1232.87498250754 5672.36618744512)
Site-10016,POINT(768.862564683505 6078.45206677732)
Site-10017,POINT(1213.15131012607 4177.85593147231)
Site-10018,POINT(2347.33082975309 3452.04916444178)
Site-10019,POINT(2206.39466413899 3296.76874668632)
Site-10020,POINT(2397.16429516342 3485.34232667757)
Site-10021,POINT(2318.15862483752 2786.2686012284)
Site-10022,POINT(1269.88996950178 5672.36618744512)
Site-10023,POINT(2392.4761188195 3095.71414922859)
Site-10024,POINT(666.106160470593 5546.0482274319)
Site-10025,POINT(896.100060021395 5456.71419971645)
Site-10026,POINT(704.40967610278 5546.0482274319)
Site-10027,POINT(1609.56283035199 3985.88996363841)
Site-10028,POINT(1192.91270177573 4196.35083469259)
Site-10029,POINT(2254.56347918178 5387.93942253847)
Site-10030,POINT(996.017358326271 5440.71418227155)
Site-10031,POINT(997.36367190799 5814.19081138369)
Site-10032,POINT(2232.03411525422 3221.23258078773)
Site-10033,POINT(1137.21849467688 5091.52804324639)
Site-10034,POINT(2749.23423081577 5362.0621863131)
Site-10035,POINT(1291.20430949875 5012.68518967554)
Site-10036,POINT(1976.35691808971 5944.43520437556)
Site-10037,POINT(1725.37387179475 6016.26845721326)
Site-10038,POINT(2189.38610852446 3073.15849058463)
Site-10039,POINT(1969.31554200777 5090.24605103927)
Site-10040,POINT(870.220175300256 5680.05969344267)
Site-10041,POINT(775.431155182392 5486.56274429337)
Site-10042,POINT(919.953027757752 5719.19891883196)
Site-10043,POINT(695.690026501227 6091.54297026662)
Site-10044,POINT(2506.18255336951 2796.52577122877)
Site-10045,POINT(1265.24526776898 5113.74104983791)
Site-10046,POINT(1504.57346726223 4786.52163863914)
Site-10047,POINT(2933.25495021775 5433.89960400004)
Site-10048,POINT(2924.54102523191 5354.4377352466)
Site-10049,POINT(983.674642149036 5671.33031095651)
Site-10050,POINT(704.40967610278 5596.08881721244)
Site-10051,POINT(1448.76453506356 4882.34049915704)
Site-10052,POINT(2808.99643272194 5422.95848547785)
Site-10053,POINT(1970.57216284601 5174.91592785365)
Site-10054,POINT(1939.92605293684 5901.77206405673)
Site-10055,POINT(1192.91270177573 4159.36102825203)
Site-10056,POINT(2062.08314981601 3121.06382399317)
Site-10057,POINT(2397.87164584161 3207.59960656345)
Site-10058,POINT(1949.94861531446 3980.01908013231)
Site-10059,POINT(1346.91118945694 3501.13095600636)
Site-10060,POINT(1595.98647260716 5446.80375272321)
Site-10061,POINT(1592.76098821303 5211.22748205071)
Site-10062,POINT(1183.74162126849 5295.67756617383)
Site-10063,POINT(2826.73216187268 5354.4377352466)
Site-10064,POINT(1151.16524570037 5692.69378147679)
Site-10065,POINT(1275.33233486413 5095.68629211551)
Site-10066,POINT(1681.92306073934 4559.01880476787)
Site-10067,POINT(889.609512214318 5799.40029209628)
Site-10068,POINT(1232.87498250754 5713.3943467969)
Site-10069,POINT(2262.76913038463 3296.76874668632)
Site-10070,POINT(1958.39419861071 3998.23279322243)
Site-10071,POINT(705.675158503511 5456.04340262636)
Site-10072,POINT(1689.72376232568 4582.75598740986)
Site-10073,POINT(1004.7731371143 5298.77899164745)
Site-10074,POINT(1541.02419759586 5754.32860322039)
Site-10075,POINT(2051.41055951314 5547.30117075478)
Site-10076,POINT(1232.21197618053 4655.65412400373)
Site-10077,POINT(1281.06965421438 4993.16105695687)
Site-10078,POINT(919.968745227106 5448.68209362213)
Site-10079,POINT(2422.2001417259 3496.48378521775)
Site-10080,POINT(2380.39318646033 5441.57653924731)
Site-10081,POINT(1076.46993281664 5670.39177164624)
Site-10082,POINT(1955.42005968174 5198.19721283896)
Site-10083,POINT(1291.20430949875 5012.68518967554)
Site-10084,POINT(1167.77603362701 5671.92728877485)
Site-10085,POINT(1281.06965421438 4993.16105695687)
Site-10086,POINT(1078.17819802591 5436.51865173992)
Site-10087,POINT(1134.55445777372 5713.46027417873)
Site-10088,POINT(695.690026501227 6091.54297026662)
Site-10089,POINT(2572.14760151002 5448.80408492389)
Site-10090,POINT(1026.36923271697 5298.77899164745)
Site-10091,POINT(1232.21197618053 4701.30210409092)
Site-10092,POINT(2333.23721319168 3283.82871187336)
Site-10093,POINT(2532.02445840168 2805.16469234208)
Site-10094,POINT(1004.7731371143 5372.39086560777)
Site-10095,POINT(1116.07265035318 5159.3897178614)
Site-10096,POINT(1365.47700486153 3488.97960807367)
Site-10097,POINT(695.690026501227 6091.54297026662)
Site-10098,POINT(1753.13913715001 3534.94712458321)
Site-10099,POINT(1015.57118491563 5335.58492862761)
Site-10100,POINT(2875.63659355229 5364.13780572461)
Site-10101,POINT(2060.995095934 5610.52473893741)
Site-10102,POINT(1627.79746878739 3998.3218169259)
Site-10103,POINT(1358.21120871693 4363.01988626948)
Site-10104,POINT(1473.15988538714 4863.36386068989)
Site-10105,POINT(760.179629322379 6020.14464296141)
Site-10106,POINT(2444.38385697704 2807.37705695659)
Site-10107,POINT(1164.36683894371 5267.53359978412)
Site-10108,POINT(694.833797194733 5608.59896465758)
Site-10109,POINT(1543.13728447563 3602.87612033365)
Site-10110,POINT(1497.55523571072 4882.34049915704)
Site-10111,POINT(1553.88298833319 3728.04030021572)
Site-10112,POINT(1751.80232615237 5737.59142220762)
Site-10113,POINT(2237.1702381993 5433.92156913335)
Site-10114,POINT(2078.3987505433 5602.38376513152)
Site-10115,POINT(1042.06428532574 5603.8360239559)
Site-10116,POINT(880.166745791755 5667.01328497958)
Site-10117,POINT(1949.94861531446 3980.01908013231)
Site-10118,POINT(2437.88435195004 5441.57653924731)
Site-10119,POINT(984.358123583726 5796.27536603346)
Site-10120,POINT(2175.41639980672 3157.89228681103)
Site-10121,POINT(2368.64871769332 2796.82282909249)
Site-10122,POINT(1762.23222879609 3510.59196426525)
Site-10123,POINT(1681.92306073934 4559.01880476787)
Site-10124,POINT(1004.96102888061 5463.3158829075)
Site-10125,POINT(1858.78504185773 5170.56904608112)
Site-10126,POINT(1464.12686664472 4786.52163863914)
Site-10127,POINT(1280.61553289241 5286.29624404393)
Site-10128,POINT(1985.72426601029 5151.63464286835)
Site-10129,POINT(1939.92605293684 5944.43520437556)
Site-10130,POINT(1902.02822296213 5170.56904608112)
Site-10131,POINT(2194.04970388555 5366.71896051345)
Site-10132,POINT(1198.80791522075 4701.30210409092)
Site-10133,POINT(1858.4567465581 5610.40349690872)
Site-10134,POINT(896.100060021395 5456.71419971645)
Site-10135,POINT(1682.76457491926 5808.20656357844)
Site-10136,POINT(1967.16442353294 5510.44746110008)
Site-10137,POINT(2266.27783669898 3498.92790621704)
Site-10138,POINT(1970.57216284601 5174.91592785365)
Site-10139,POINT(1770.39512531102 5790.47407822358)
Site-10140,POINT(1073.7809617058 5295.11306709143)
Site-10141,POINT(772.377893412581 5396.23424175857)
Site-10142,POINT(2060.995095934 5610.52473893741)
Site-10143,POINT(2048.60158116997 5369.37829443882)
Site-10144,POINT(1960.85904227025 4974.51360954182)
Site-10145,POINT(1783.47443123743 6032.86312867659)
Site-10146,POINT(927.700115880245 5589.02960663076)
Site-10147,POINT(1902.02822296213 5081.80850463097)
Site-10148,POINT(1346.91118945694 3501.13095600636)
Site-10149,POINT(1875.16918031245 5752.52749285811)
Site-10150,POINT(2549.98749236519 5441.14470015845)
Site-10151,POINT(787.407340235708 6067.62435036315)
Site-10152,POINT(1134.55445777372 5671.92728877485)
Site-10153,POINT(1448.76453506356 4844.38722222274)
Site-10154,POINT(819.054697897074 5667.00158754212)
Site-10155,POINT(966.747342034514 5862.1056460979)
Site-10156,POINT(666.106160470593 5546.0482274319)
Site-10157,POINT(1464.12686664472 4752.91206284597)
Site-10158,POINT(1078.17819802591 5403.05517729672)
Site-10159,POINT(880.166745791755 5719.19891883196)
Site-10160,POINT(1869.59583713383 5059.61836926844)
Site-10161,POINT(796.242892000316 5471.70463070752)
Site-10162,POINT(1689.23974650506 4001.84744991944)
Site-10163,POINT(2411.19041163125 3272.27724514992)
Site-10164,POINT(2232.03411525422 3157.89228681103)
Site-10165,POINT(2117.35409929881 3121.06382399317)
Site-10166,POINT(1967.16442353294 5547.30117075478)
Site-10167,POINT(684.127448014113 5470.28664678628)
Site-10168,POINT(1976.35691808971 5944.43520437556)
Site-10169,POINT(1076.46993281664 5712.65342355821)
Site-10170,POINT(817.05462881824 5456.84651712168)
Site-10171,POINT(705.675158503511 5484.52989094621)
Site-10172,POINT(778.798581202411 6002.19218137292)
